name	term	lev	seq	value
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_14221	-0.3979053012381583
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_14384	-0.6254262770430632
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_15117	0.6003440062054072
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_15424	0.3892187311444908
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_15618	-0.45846708437809264
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_17698	-0.15048221763308078
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_17914	1.2946006810640183
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_19000	-0.21619266829808712
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_20471	-1.9061355688216213
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_20751	-0.776578199490317
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_21290	-0.4604143986318322
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_21765	1.720090338429284
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_22437	-2.1458877743470635
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26346	-0.029226155859959257
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26352	1.3393477258707294
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26360	4.902864452495479
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26461	-0.591026425858407
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26466	0.9061985846817553
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26676	-0.2737022030544085
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26679	-0.4964201415640157
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26805	3.792259658839455
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26824	-0.3094242248520226
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26878	-1.0848889892996472
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26916	0.1460907655570668
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26936	-0.4904449271083445
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26961	0.5186271054931098
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_26971	0.2692045158122402
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27106	1.2022776895869998
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27169	1.4092835615517212
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27185	0.041416877648616394
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27186	1.9062407087211328
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27250	2.8630146699174426
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27326	-0.35613988151420084
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27365	0.34250386830106366
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27430	0.785681092746055
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27516	-0.01450615682044857
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27540	-0.4387515016965201
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27580	3.5153607286625324
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27593	1.8010112179873439
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27641	-0.4397009628486461
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27769	-0.11979117452417283
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27775	-0.7709736937674777
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27817	2.1987450756078517
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27845	-1.2407054830079824
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27878	-1.1843197474414833
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27888	0.36087934243117575
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_27895	0.7621514053848335
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_28162	0.6288947460926672
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_28315	-1.4046411578872953
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_28340	-0.013314493529763436
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_28408	2.544889954607133
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_28572	0.3788001645180369
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_28612	1.4544870271046462
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_28722	2.2662988678904576
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_29107	-0.1721921565073495
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_29160	-0.32127249449927264
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_29485	0.5363570613296791
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_29540	1.4395074935564653
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_29561	-0.059333683646602145
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_29612	-0.4739291420627692
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_29680	-0.29579211512201137
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_29946	-0.5808378784489192
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30126	-1.0386316092314283
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30244	-1.7961475161729146
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30382	-0.56573944448271
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30661	-0.10225051320256054
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30744	5.091136942305435
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30779	-0.19989182312085835
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30796	4.37133761593273
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30806	0.5797422689219001
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30831	-0.6909265628389607
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30900	-0.7155029136869129
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_30952	0.44902936687232653
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31077	-0.1958744201320551
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31162	0.7791440781437936
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31191	0.21684513883264245
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31195	-0.35981551433260545
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31253	-0.01711569637406417
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31320	2.0763381002395325
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31401	-1.171242881640786
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31454	-1.379923117461522
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31469	2.491984988650858
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31575	-0.42041041997386897
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31594	0.18532303783181028
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31613	0.8318094025224583
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31620	-0.03951272808806834
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31809	2.326617140537515
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31873	2.043159734789905
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_31954	2.169978650319551
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_32178	0.9672915873861658
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_32503	-0.29940080423692195
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_32746	-0.22959050264592185
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_32907	-1.5318065891938497
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_33833	1.8925000986048166
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_33898	0.12107891104854238
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_34032	0.5945976015105376
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_34123	-0.8194121291128666
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_34128	-0.5398268874215977
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_34567	0.5900269644435425
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_34697	-0.3931668202131767
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_34741	-0.5209802828836623
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_34999	-1.4535383869687954
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_35020	1.0315346127242342
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_35329	-1.1921212402564585
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_35475	4.788321383379215
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_35623	-0.17269913102878334
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_35796	1.9147677835311494
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_35825	0.013052812726832915
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_35836	1.5155189596591516
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_35904	-0.2857808279937794
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_37177	-0.6903371565404954
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_37264	-0.944342027943292
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_37568	-1.6690596596040186
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_37968	0.1915302133299528
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_38350	-2.803512092931462
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_38972	-0.8589436698802797
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_38980	-0.14182847267256138
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_41135	-0.9879446246360016
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_41688	-0.4361514806439446
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_42114	-0.35123481003228624
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_42482	-2.2490784890261732
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_42584	0.24995004987387553
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_43409	-0.6559639912735822
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_43620	2.9924933225923143
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_43873	-0.6328579809159173
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_44050	-0.10178026381431021
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_44381	0.0747362364924045
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_44626	0.847806837851764
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_44645	-0.5745108383217755
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_44945	-0.708081669269534
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_45638	0.09399199567618266
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_45979	2.0005610498876694
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_46039	-0.23973618057008234
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_46060	-0.17630761810209078
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_46641	-0.9167750205967844
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_46654	-0.7466896279003141
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_47757	0.11275614013565902
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_48424	-3.657119941569963
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_49002	-1.261706438539856
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_49505	-0.18664101583021497
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_49640	-0.3703476451894319
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_50597	-0.37262935602526476
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_51197	-0.2992132341698912
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_52446	0.01575180507612358
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_52566	-1.6219124738649562
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_52701	0.5431874759020108
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_52855	-0.5006635815526791
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_53118	0.08732932616137655
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_53119	0.6945266712633483
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_53208	0.7598062634824339
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_53437	0.2319868173941845
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_55480	-0.27407144235620323
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_58782	-3.0768590931365263
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_59260	-0.09499500398510992
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_59327	-0.946773607788374
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_60606	0.8353704403676021
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_61018	2.1609171387054853
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_61939	-0.2517400358821138
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_63325	1.933930498839627
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_63562	-1.4437207528113456
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_63923	-0.10561908759939052
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_64251	0.22073765308850932
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_64349	0.35782242802376335
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_64498	2.1847857257844194
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_66834	1.203304624827934
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_66993	0.852806648496032
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_67291	0.4580022520446717
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_67726	-1.168744494182801
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_68017	-0.7457908910827231
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_70416	-0.0689176347391706
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_70713	1.7753859084747696
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_70716	0.2580832411660061
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_70758	-0.5876372688026422
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_70856	0.20561249326849984
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_71335	0.8607963950123013
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_72412	0.5251115121152833
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_73338	-0.08299750635564175
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_74163	0.240075490427264
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_75136_97235	4.844877181746349
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_75241	-1.118219303550807
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_76062	-0.5806186997781806
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_76212	-0.05727496597111271
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77151	3.074385583475834
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77158	1.9261630907733207
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77224	0.8377877086641963
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77264	1.9271702602290666
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77356	2.4572075959913713
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77469	4.189654606041607
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77516	-0.5632782374842698
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77778	-0.005375286976961888
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77784	0.7963974058760661
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77849	-3.552199870531646
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_77926	-1.344953475659685
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_78003	3.847430010867503
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_78024	-0.12336590475267256
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_78304	2.3526325773638095
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_78369	0.6966364975809448
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_78883	-0.4487365131660275
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_80098	1.947281826830877
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_80775	-0.3669058046303459
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_80990	1.446506331828294
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_81403	0.1301597480297129
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_81707	2.2844634852621075
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_81961	-1.0551685625573184
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_82386	2.3645257434213365
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_83175	-0.30280444298043663
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_83301	1.8318508563831373
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_83625	2.4874293869035218
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_84447	16.432891486665596
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_87265	-1.1756512450839804
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_88288	-0.9000269753658161
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_88498	0.15543554994402162
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_88720	-0.7122511760779597
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_89809	-0.8670845626160169
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_90749	-1.3176285839857313
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_91208	0.6363576756165539
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_92086	-1.3087390401658219
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_92467	1.453593265123669
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_92855	3.4439994207244564
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_92907	0.014307014618618977
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_92939	0.42244035849858336
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_92961	-0.170734824260575
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_92964	-0.03576367096330307
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_92999	0.28671909362287595
"small molecule biosynthetic process"	GO:0046394;GO:0016053;GO:0044283	3	c_sym_93082	4.084115179192961
